PERIOD,TERM_,CURRENCY_2,NET,EOP_CM,EOP_LM,UMASS_MIN,MAF_MIN,AF_MIN,UMASS_MAX,MAF_MAX,AF_MAX,UMASS_AVG,MAF_AVG,AF_AVG,UMASS_VPB,MAF_VPB,AF_VPB,RANKING_UMASS_VPB,RANKING_MAF_VPB,RANKING_AF_VPB,INTERBANK_SHORT,INTERBANK_LONG,DISCOUNTRATE,REFINANCINGRATE,VOF_VOL,CIE_VOL,ADB_VOL
2024-01,less than 1M,VND,-53296.22501,391.663596,53687.88861,1.93,1.93,1.93,3.5,3.5,3.6,2.82,2.86,2.94,3.2,3.2,3.4,2,3,3,0.95,2.19,3,4.5,0.614734001,-0.170545253,504.0054133
2024-01,6-9M,NON-VND,1.62345,171.814933,170.191483,3.18,3.18,3.18,5.3,5.3,5.3,4.2,4.24,4.34,4.1,4.1,4.5,6,6,4,4.32,5.9,3,4.5,0.419844787,-0.024515668,172.4002949
2024-01,1-3M,NON-VND,36.695061,272.555334,235.860273,1.93,1.93,1.93,3.5,3.5,3.6,2.82,2.86,2.94,3.2,3.2,3.4,2,3,3,1.8,4.4,3,4.5,0.692850975,-0.006005297,271.5621714
2024-01,12-18M,NON-VND,5.345299,213.414302,208.069003,3.18,3.18,3.18,5.3,5.3,5.3,4.2,4.24,4.34,4.1,4.1,4.5,6,6,4,4.32,5.9,3,4.5,0.52244681,-0.013361365,221.2749267
2024-01,6-9M,VND,27134.09194,135609.474,108475.382,3.18,3.18,3.18,5.3,5.3,5.3,4.2,4.24,4.34,4.1,4.1,4.5,6,6,4,4.32,5.9,3,4.5,800.259278,-674.8408422,133185.3079
2024-01,4-5M,VND,89.68586,431.730209,342.044349,1.93,1.93,1.93,3.5,3.5,3.6,2.82,2.86,2.94,3.2,3.2,3.4,3,4,3,1.8,4.4,3,4.5,1.975119544,-1.496115969,443.4538454
2024-01,4-5M,NON-VND,1.802315,2.906382,1.104067,1.93,1.93,1.93,3.5,3.5,3.6,2.82,2.86,2.94,3.2,3.2,3.4,3,4,3,1.8,4.4,3,4.5,0.009555961,0,2.74613859
2024-01,From 18M,VND,27.492099,1920.107038,1892.614939,3.18,3.18,3.18,5.3,5.3,5.3,4.2,4.24,4.34,4.1,4.1,4.5,6,6,4,4.32,5.9,3,4.5,17.30114292,-13.9179015,1904.626594
2024-01,10-11M,VND,13.965197,340.571002,326.605805,3.18,3.18,3.18,5.3,5.3,5.3,4.2,4.24,4.34,4.1,4.1,4.5,6,6,4,4.32,5.9,3,4.5,2.769611376,-2.273759492,369.9527506
2024-01,1-3M,VND,22848.36694,44445.57346,21597.20652,1.93,1.93,1.93,3.5,3.5,3.6,2.82,2.86,2.94,3.2,3.2,3.4,2,3,3,1.8,4.4,3,4.5,174.3969498,-125.1562937,42680.26987
2023-12,From 18M,VND,18.342996,1916.356266,1898.01327,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,11,11,4,5.08,6.68,3,4.5,17.37678929,-14.02727007,1908.714485
2023-12,less than 1M,NON-VND,-178.151557,11.810962,189.962519,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,5,6,4,0.17,0.44,3,4.5,0.045462756,0,14.66438211
2023-12,12-18M,NON-VND,3.520538,223.575497,220.054959,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,11,11,4,5.08,6.68,3,4.5,0.509156484,-0.015755938,227.0226476
2023-12,1-3M,VND,20105.52617,40444.40486,20338.87869,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,5,5,5,1.33,4.54,3,4.5,162.5200665,-126.7022498,38811.41663
2023-12,6-9M,VND,18635.54654,133466.8425,114831.296,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,7,7,6,5.08,6.68,3,4.5,835.9547033,-718.561196,131654.763
2023-12,1-3M,NON-VND,31.256863,271.06479,239.807927,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,5,5,5,1.33,4.54,3,4.5,0.717284348,-0.007738664,277.7580432
2023-12,From 18M,NON-VND,-0.232244,55.865429,56.097673,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,11,11,4,5.08,6.68,3,4.5,-0.018872704,0,61.71294433
2023-12,4-5M,VND,72.703574,459.850287,387.146713,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,5,5,4,1.33,4.54,3,4.5,2.096221394,-1.638593718,478.7063598
2023-12,less than 1M,VND,-32621.72773,559.483602,33181.21133,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,5,6,4,0.17,0.44,3,4.5,0.417826,-0.132337756,361.0854743
2023-12,6-9M,NON-VND,4.890068,172.470744,167.580676,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,7,7,6,5.08,6.68,3,4.5,0.434587347,-0.024472445,183.0732263
2023-12,4-5M,NON-VND,-0.004579,1.104067,1.108646,2.6,2.6,2.6,4.35,4.35,4.35,3.39,3.39,3.46,3.6,3.6,3.8,5,5,4,1.33,4.54,3,4.5,0.004031043,0,1.108519035
2023-12,10-11M,VND,17.92819,396.430544,378.502354,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,11,11,4,5.08,6.68,3,4.5,3.503627194,-2.865182308,436.7196997
2023-12,12-18M,VND,1726.642228,65248.91505,63522.27282,3.9,3.9,3.9,5.5,5.5,5.5,4.73,4.73,4.79,4.8,4.8,5,11,11,4,5.08,6.68,3,4.5,584.084893,-489.6521664,66091.20777
2023-11,1-3M,NON-VND,43.404809,296.314768,252.909959,3,3,3,4.45,4.45,4.45,3.52,3.58,3.59,3.7,3.9,4.1,6,4,2,1.65,3.68,3,4.5,0.716514591,-0.007654722,275.2155774
2023-11,less than 1M,VND,-35550.57577,339.516148,35890.09192,3,3,3,4.45,4.45,4.45,3.52,3.58,3.59,3.7,3.9,4.1,6,4,2,0.93,1.46,3,4.5,0.328463907,-0.100143949,296.9181444
2023-11,From 18M,NON-VND,-0.748717,64.106938,64.855655,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,11,11,5,5.72,6.48,3,4.5,0.144244072,0,65.35319087
2023-11,4-5M,NON-VND,-0.011988,1.108646,1.120634,3,3,3,4.45,4.45,4.45,3.52,3.58,3.59,3.7,3.9,4.1,6,5,2,1.65,3.68,3,4.5,0.003913346,0,1.110278884
2023-11,12-18M,VND,1258.993998,67182.52186,65923.52786,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,11,11,5,5.72,6.48,3,4.5,599.520503,-503.4851909,69047.40539
2023-11,6-9M,NON-VND,3.90405,273.695634,269.791585,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,12,10,5,5.72,6.48,3,4.5,0.655767802,-0.022302266,277.2465188
2023-11,12-18M,NON-VND,2.279371,225.888496,223.609125,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,11,11,5,5.72,6.48,3,4.5,0.558522827,-0.010889164,230.4311979
2023-11,From 18M,VND,86.83405,1925.689075,1838.855025,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,11,11,5,5.72,6.48,3,4.5,16.61648531,-13.34921162,1872.739707
2023-11,4-5M,VND,96.127005,469.056092,372.929087,3,3,3,4.45,4.45,4.45,3.52,3.58,3.59,3.7,3.9,4.1,6,5,2,1.65,3.68,3,4.5,1.938324849,-1.537518458,445.6671859
2023-11,less than 1M,NON-VND,-63.91617,13.497919,77.414089,3,3,3,4.45,4.45,4.45,3.52,3.58,3.59,3.7,3.9,4.1,6,4,2,0.93,1.46,3,4.5,0.038916462,0,13.44693097
2023-11,10-11M,VND,7.150343,455.91316,448.762817,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,11,11,5,5.72,6.48,3,4.5,3.907643864,-3.264871661,489.130215
2023-11,1-3M,VND,19677.56023,36760.02522,17082.46499,3,3,3,4.45,4.45,4.45,3.52,3.58,3.59,3.7,3.9,4.1,6,4,2,1.65,3.68,3,4.5,144.1019372,-113.2172576,34427.237
2023-11,6-9M,VND,18415.98545,127401.3096,108985.3242,4.3,4.3,4.3,5.5,5.6,5.6,4.85,4.92,4.95,4.8,5,5.2,12,10,5,5.72,6.48,3,4.5,831.9238469,-713.3831788,126348.5694
2023-10,From 18M,VND,51.464221,1860.905071,1809.44085,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,5,4.87,7.32,3,4.5,17.08408774,-13.63688173,1843.551893
2023-10,4-5M,NON-VND,0.012349,1.120634,1.108284,3,3,3,4.75,4.75,4.75,3.68,3.72,3.73,4.2,4.4,4.6,4,3,2,1.3,3.59,3,4.5,0.004060422,0,1.11627475
2023-10,12-18M,VND,868.791818,70980.62199,70111.83018,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,5,4.87,7.32,3,4.5,655.725458,-553.382098,72961.20047
2023-10,10-11M,VND,31.908089,499.539889,467.6318,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,5,4.87,7.32,3,4.5,4.081918037,-3.405655877,488.4234237
2023-10,6-9M,VND,14902.24446,124807.436,109905.1916,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,4,4.87,7.32,3,4.5,924.0406012,-789.2108232,126484.8415
2023-10,less than 1M,VND,-33148.9205,246.631432,33395.55193,3,3,3,4.75,4.75,4.75,3.68,3.72,3.73,4.2,4.4,4.6,4,3,2,0.55,0.81,3,4.5,0.329679812,-0.097871047,274.7640047
2023-10,1-3M,VND,18647.16451,31733.73329,13086.56879,3,3,3,4.75,4.75,4.75,3.68,3.72,3.73,4.2,4.4,4.6,4,3,2,1.3,3.59,3,4.5,119.2105376,-97.33339879,27664.82359
2023-10,6-9M,NON-VND,12.75526,281.498226,268.742967,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,4,4.87,7.32,3,4.5,0.686863464,-0.024153718,282.5700239
2023-10,1-3M,NON-VND,32.338321,280.654055,248.315734,3,3,3,4.75,4.75,4.75,3.68,3.72,3.73,4.2,4.4,4.6,4,3,2,1.3,3.59,3,4.5,0.722594285,-0.008543967,279.2078053
2023-10,12-18M,NON-VND,7.446451,240.758399,233.311948,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,5,4.87,7.32,3,4.5,0.352104797,-0.013528321,243.6780604
2023-10,less than 1M,NON-VND,-90.585159,17.601325,108.186484,3,3,3,4.75,4.75,4.75,3.68,3.72,3.73,4.2,4.4,4.6,4,3,2,0.55,0.81,3,4.5,0.043879498,0,14.37284105
2023-10,4-5M,VND,123.16217,413.088154,289.925985,3,3,3,4.75,4.75,4.75,3.68,3.72,3.73,4.2,4.4,4.6,4,3,2,1.3,3.59,3,4.5,1.652936552,-1.326570244,372.6528385
2023-10,From 18M,NON-VND,1.472026,68.068408,66.596383,4.3,4.3,4.3,6,6.2,6.2,5.1,5.17,5.2,5.3,5.5,5.7,7,6,5,4.87,7.32,3,4.5,0.143349275,0,67.51285457
2023-09,6-9M,VND,13591.92452,128263.3784,114671.4539,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,950.2022584,-817.3409012,127534.7541
2023-09,10-11M,VND,10.080362,485.219627,475.139265,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,4.039417522,-3.400704429,490.8522853
2023-09,4-5M,VND,150.853468,334.690547,183.837079,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,2.01,3.62,3,4.5,1.206690708,-1.00037015,279.2402079
2023-09,12-18M,NON-VND,6.795227,250.191684,243.396456,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,0.364846849,-0.012824026,253.4556931
2023-09,1-3M,NON-VND,64.788238,298.681256,233.893018,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,2.01,3.62,3,4.5,0.722403149,-0.008399019,293.1098287
2023-09,less than 1M,VND,-22963.48407,278.126477,23241.61055,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,0.19,0.55,3,4.5,0.465250071,-0.083800221,253.4267201
2023-09,From 18M,NON-VND,-4.182238,67.44697,71.629209,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,0.043905602,0,68.86323531
2023-09,From 18M,VND,18.987481,1853.293587,1834.306106,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,16.60655737,-13.2632887,1850.061915
2023-09,less than 1M,NON-VND,-82.619476,12.207439,94.826915,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,0.19,0.55,3,4.5,0.056011223,0,18.70135967
2023-09,6-9M,NON-VND,5.444114,296.626167,291.182053,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,0.736372411,-0.024484838,299.3706374
2023-09,4-5M,NON-VND,0.008001,1.108284,1.100283,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,2.01,3.62,3,4.5,0.003889382,0,1.105630308
2023-09,12-18M,VND,1403.304906,74461.3279,73058.023,4.7,4.7,4.7,6.55,6.75,6.75,5.56,5.63,5.66,5.8,6,6.2,6,5,4,5.66,7.2,3,4.5,643.8116045,-546.3259681,74552.67584
2023-09,1-3M,VND,12231.5594,23390.10454,11158.54514,3,3,3,4.75,4.75,4.75,3.91,3.94,3.96,4.2,4.4,4.6,9,4,2,2.01,3.62,3,4.5,87.92070404,-73.5934311,21306.22927
2023-08,From 18M,VND,49.075567,1887.932085,1838.856518,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,17.2385613,-13.80954441,1855.518397
2023-08,less than 1M,NON-VND,-153.055381,11.376287,164.431667,3.3,3.3,3.3,4.75,4.75,4.75,4.11,4.13,4.14,4.2,4.4,4.5,11,8,5,0.2,0.53,3,4.5,0.037702956,0,12.42914847
2023-08,12-18M,VND,3081.879545,74562.80464,71480.92509,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,664.7169135,-564.6472921,74142.65647
2023-08,less than 1M,VND,-25653.98614,292.769546,25946.75569,3.3,3.3,3.3,4.75,4.75,4.75,4.11,4.13,4.14,4.2,4.4,4.5,11,8,5,0.2,0.53,3,4.5,0.702061075,-0.071516867,206.9966517
2023-08,6-9M,VND,18209.03801,128017.8009,109808.7629,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,1019.883653,-875.1244745,126141.0339
2023-08,10-11M,VND,43.992933,492.530403,448.53747,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,4.07777513,-3.439527547,476.1921142
2023-08,1-3M,NON-VND,51.214767,295.779896,244.565128,3.3,3.3,3.3,4.75,4.75,4.75,4.11,4.13,4.14,4.2,4.4,4.5,11,8,6,1.89,3.93,3,4.5,0.84676097,-0.008780543,302.8036034
2023-08,From 18M,NON-VND,0.95759,71.702899,70.745309,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,0.061125563,0,72.16941222
2023-08,4-5M,VND,99.349513,217.817666,118.468152,3.3,3.3,3.3,4.75,4.75,4.75,4.11,4.13,4.14,4.2,4.4,4.5,11,9,5,1.89,3.93,3,4.5,0.888555807,-0.721234617,197.8900726
2023-08,1-3M,VND,9872.490985,19151.2598,9278.768815,3.3,3.3,3.3,4.75,4.75,4.75,4.11,4.13,4.14,4.2,4.4,4.5,11,8,6,1.89,3.93,3,4.5,76.32429298,-62.97180488,17875.93531
2023-08,6-9M,NON-VND,17.02521,301.053609,284.028399,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,0.455440479,-0.027307882,303.5308332
2023-08,12-18M,NON-VND,5.750886,255.014961,249.264075,5,5,5,6.8,7,7,5.91,5.97,6,6.1,6.3,6.5,6,7,5,6.25,7.56,3,4.5,0.325889181,-0.013602007,264.5839394
2023-08,4-5M,NON-VND,0.017629,1.100283,1.082655,3.3,3.3,3.3,4.75,4.75,4.75,4.11,4.13,4.14,4.2,4.4,4.5,11,9,5,1.89,3.93,3,4.5,0.003955842,0,1.089916569
2023-07,1-3M,NON-VND,55.067137,298.939488,243.872351,3.4,3.4,3.4,4.75,4.75,4.75,4.26,4.28,4.29,4.45,4.45,4.55,10,11,6,3.04,4.74,3,4.5,0.757837783,-0.009952498,303.6459002
2023-07,4-5M,NON-VND,0.005485,1.082655,1.077169,3.4,3.4,3.4,4.75,4.75,4.75,4.26,4.28,4.29,4.45,4.45,4.55,10,11,6,3.04,4.74,3,4.5,0.003812695,0,1.083743201
2023-07,less than 1M,NON-VND,-124.252898,12.26168,136.514578,3.4,3.4,3.4,4.75,4.75,4.75,4.26,4.28,4.29,4.45,4.45,4.55,10,11,8,0.66,1.46,3,4.5,0.044006649,0,13.92183007
2023-07,6-9M,NON-VND,4.148717,323.841224,319.692507,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,5,6.73,8.1,3,4.5,0.90567913,-0.028653887,347.9026916
2023-07,10-11M,VND,50.504555,456.28668,405.782125,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,4,6.73,8.1,3,4.5,3.795288282,-3.157740806,442.0387259
2023-07,12-18M,NON-VND,21.688303,303.699531,282.011229,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,4,6.73,8.1,3,4.5,0.500851023,-0.022637333,298.0191902
2023-07,From 18M,VND,5.989067,1859.131769,1853.142702,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,4,6.73,8.1,3,4.5,17.15849757,-13.72693587,1872.715939
2023-07,4-5M,VND,49.172709,182.465667,133.292958,3.4,3.4,3.4,4.75,4.75,4.75,4.26,4.28,4.29,4.45,4.45,4.55,10,11,6,3.04,4.74,3,4.5,0.88643697,-0.73009445,176.4998502
2023-07,less than 1M,VND,-23641.60565,221.024484,23862.63014,3.4,3.4,3.4,4.75,4.75,4.75,4.26,4.28,4.29,4.45,4.45,4.55,10,11,8,0.66,1.46,3,4.5,0.749211853,-0.076267216,221.4962219
2023-07,1-3M,VND,7549.721524,16952.92802,9403.206498,3.4,3.4,3.4,4.75,4.75,4.75,4.26,4.28,4.29,4.45,4.45,4.55,10,11,6,3.04,4.74,3,4.5,73.41197166,-61.53353298,16623.9385
2023-07,6-9M,VND,19982.96851,125409.8143,105426.8458,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,5,6.73,8.1,3,4.5,1034.621617,-889.5464077,123137.9449
2023-07,12-18M,VND,3668.09616,73839.42368,70171.32752,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,4,6.73,8.1,3,4.5,657.8010081,-559.366517,73540.41385
2023-07,From 18M,NON-VND,0.339223,74.292656,73.953434,5,5,5,7.4,7.6,7.6,6.26,6.36,6.38,6.9,6.9,7,3,5,4,6.73,8.1,3,4.5,0.145296231,0,74.22216433
2023-06,1-3M,NON-VND,70.803108,308.133736,237.330628,4,4.1,4.1,5,5,5,4.62,4.63,4.64,4.7,4.7,4.8,10,13,7,4.71,4.97,3,5,1.115254933,-0.009135887,418.1893164
2023-06,4-5M,VND,32.670449,172.939753,140.269303,4,4.1,4.1,5,5,5,4.62,4.63,4.64,4.7,4.7,4.8,13,13,8,4.71,4.97,3,5,0.90385569,-0.724132222,170.2995624
